,Order ID,Date,Customer Type,Product Category,Product Name,Quantity Sold,Unit Price,Total Sales,Region,Payment Method,Customer Age,Discount,Shipping Cost,Delivery Time (Days)
467,1503,2024-01-04,New,Home Appliances,Home Appliances Product 1503,5,692.6,2630,Asia,Credit Card,44,9,16.66,2
468,725,2024-01-06,Returning,Electronics,Electronics Product 725,5,291.5,630,North America,Credit Card,26,9,16.55,7
469,1118,2024-01-09,Returning,Clothing,Clothing Product 1118,5,883.7,3705,North America,Credit Card,42,4,14.27,5
470,540,2024-01-01,New,Electronics,Electronics Product 540,4,159.5,264,Asia,PayPal,22,18,9.35,4
471,1246,2024-01-17,New,Home Appliances,Home Appliances Product 1246,1,448.1,286,Europe,PayPal,44,10,16.21,3
472,535,2024-01-26,Returning,Clothing,Clothing Product 535,2,656.1,1036,North America,Credit Card,55,2,13.81,6
473,708,2024-01-19,Returning,Home Appliances,Home Appliances Product 708,5,320.2,1200,North America,PayPal,59,5,8.02,5
474,924,2024-01-25,Returning,Home Appliances,Home Appliances Product 924,2,626.3,926,Europe,Credit Card,34,9,16.33,7
475,16,2024-01-17,New,Home Appliances,Home Appliances Product 16,5,832.7,3195,Europe,Credit Card,22,11,19.37,7
476,47,2024-01-18,New,Home Appliances,Home Appliances Product 47,4,707.4,2040,Asia,PayPal,40,13,19.74,3
477,1518,2024-01-19,New,Home Appliances,Home Appliances Product 1518,4,212.3,560,Asia,PayPal,48,13,7.23,5
478,932,2024-01-03,New,Clothing,Clothing Product 932,1,548.4,361,Europe,Credit Card,27,1,18.74,4
479,1020,2024-01-01,Returning,Electronics,Electronics Product 1020,3,453.79999999999995,834,Europe,PayPal,42,8,17.58,4
480,885,2024-01-16,Returning,Home Appliances,Home Appliances Product 885,4,176.1,524,Asia,Credit Card,37,5,4.51,7
481,1976,2024-01-27,New,Home Appliances,Home Appliances Product 1976,1,344.1,279,Europe,Credit Card,38,3,6.51,6
482,1599,2024-01-10,New,Clothing,Clothing Product 1599,2,915.2,1436,Europe,Credit Card,54,13,19.72,7
483,1549,2024-01-20,New,Clothing,Clothing Product 1549,1,776.2,663,Asia,Credit Card,34,7,11.32,7
484,1580,2024-01-21,Returning,Clothing,Clothing Product 1580,5,873.0,3920,Europe,Credit Card,22,3,8.9,4
485,1076,2024-01-27,Returning,Home Appliances,Home Appliances Product 1076,1,305.5,229,North America,PayPal,55,8,7.65,2
486,322,2024-01-23,New,Home Appliances,Home Appliances Product 322,3,821.8,2037,Europe,Credit Card,58,10,14.28,3
487,946,2024-01-17,Returning,Clothing,Clothing Product 946,2,475.4,772,Asia,Credit Card,43,10,8.94,4
488,1700,2024-01-21,Returning,Clothing,Clothing Product 1700,1,1033.7,865,Europe,PayPal,39,0,16.87,3
489,1019,2024-01-30,Returning,Home Appliances,Home Appliances Product 1019,2,807.8,1274,Europe,Credit Card,27,9,17.08,6
490,985,2024-01-26,New,Clothing,Clothing Product 985,4,198.3,400,Asia,PayPal,36,17,9.83,4
491,1114,2024-01-05,Returning,Clothing,Clothing Product 1114,4,168.7,192,Asia,Credit Card,48,4,12.07,2
492,564,2024-01-25,New,Home Appliances,Home Appliances Product 564,5,756.7,3175,Europe,PayPal,56,18,12.17,6
493,78,2024-01-19,New,Clothing,Clothing Product 78,1,1024.8,945,Europe,PayPal,57,2,7.98,3
494,1139,2024-01-30,Returning,Home Appliances,Home Appliances Product 1139,4,528.3,1816,Europe,Credit Card,21,6,7.43,5
495,1757,2024-01-18,New,Home Appliances,Home Appliances Product 1757,3,1117.5,2970,Asia,PayPal,48,18,12.75,3
496,1721,2024-01-12,New,Clothing,Clothing Product 1721,3,472.2,1056,Asia,Credit Card,37,9,12.02,5
497,191,2024-01-12,New,Home Appliances,Home Appliances Product 191,4,579.3,2064,Europe,Credit Card,24,11,6.33,2
498,1331,2024-01-12,Returning,Electronics,Electronics Product 1331,3,306.0,396,Europe,Credit Card,23,7,17.4,6
499,147,2024-01-28,New,Clothing,Clothing Product 147,4,622.6,2208,North America,Credit Card,36,7,7.06,7
500,1592,2024-01-03,Returning,Clothing,Clothing Product 1592,1,981.0,793,Asia,PayPal,30,8,18.8,3
501,227,2024-01-18,Returning,Electronics,Electronics Product 227,1,740.1,551,North America,PayPal,25,3,18.91,4
502,350,2024-01-21,New,Clothing,Clothing Product 350,2,338.3,596,Europe,PayPal,53,15,4.03,2
503,1381,2024-01-02,New,Home Appliances,Home Appliances Product 1381,2,815.2,1432,Asia,Credit Card,36,18,9.92,3
504,642,2024-01-13,New,Clothing,Clothing Product 642,5,237.3,240,Europe,Credit Card,47,2,18.93,2
505,2060,2024-01-05,Returning,Clothing,Clothing Product 1264,2,232.5,84,,PayPal,55,8,19.05,3
506,1412,2024-01-03,Returning,Home Appliances,Home Appliances Product 1412,3,548.8,1149,Europe,PayPal,59,2,16.58,3
507,970,2024-01-11,Returning,Clothing,Clothing Product 970,5,431.3,1675,Asia,PayPal,24,7,9.63,3
508,1818,2024-01-19,Returning,Clothing,Clothing Product 1818,3,135.39999999999998,90,North America,Credit Card,23,0,10.54,6
509,1060,2024-01-11,New,Clothing,Clothing Product 1060,5,426.9,1195,Asia,PayPal,36,12,18.79,7
510,1256,2024-01-27,Returning,Home Appliances,Home Appliances Product 1256,3,627.5,1302,Europe,Credit Card,31,6,19.35,3
511,1749,2024-01-10,Returning,Clothing,Clothing Product 1749,5,763.7,2865,Asia,PayPal,24,5,19.07,6
512,1094,2024-01-15,Returning,Clothing,Clothing Product 1094,1,492.4,424,Asia,Credit Card,54,5,6.84,6
513,467,2024-01-18,New,Home Appliances,Home Appliances Product 467,1,892.5,703,Europe,PayPal,31,0,18.95,5
514,1873,2024-01-14,Returning,Clothing,Clothing Product 1873,4,1022.5,3452,North America,PayPal,45,10,15.95,2
515,162,2024-01-13,New,Clothing,Clothing Product 162,4,1046.5,3484,North America,PayPal,36,3,17.55,7
516,528,2024-01-19,New,Clothing,Clothing Product 528,1,731.5,638,Asia,Credit Card,36,7,9.35,4
517,1104,2024-01-25,New,Home Appliances,Home Appliances Product 1104,4,784.0,2948,North America,Credit Card,45,10,4.7,7
518,1799,2024-01-30,Returning,Clothing,Clothing Product 1799,3,1036.1,2574,North America,Credit Card,50,7,17.81,6
519,277,2024-01-08,Returning,Electronics,Electronics Product 277,5,831.1,3220,North America,Credit Card,46,5,18.71,4
520,958,2024-01-29,Returning,Electronics,Electronics Product 958,4,1087.4,3576,Asia,Credit Card,50,0,19.34,2
521,675,2024-01-16,Returning,Home Appliances,Home Appliances Product 675,3,694.9,1923,North America,Credit Card,36,9,5.39,6
522,1980,2024-01-01,New,Electronics,Electronics Product 1980,4,405.0,1308,North America,PayPal,24,0,7.8,3
523,517,2024-01-08,Returning,Clothing,Clothing Product 517,2,689.9,1132,Europe,PayPal,44,10,12.39,6
524,937,2024-01-08,Returning,Clothing,Clothing Product 937,2,1077.7,1778,Asia,Credit Card,51,5,18.87,6
525,1017,2024-01-28,Returning,Home Appliances,Home Appliances Product 1017,4,252.20000000000002,344,Europe,Credit Card,33,7,16.62,5
526,1597,2024-01-08,New,Home Appliances,Home Appliances Product 1597,3,922.4,2262,Europe,PayPal,56,18,16.84,7
527,1100,2024-01-21,New,Electronics,Electronics Product 1100,4,1055.7,3648,Asia,PayPal,43,15,14.37,5
528,569,2024-01-30,New,Home Appliances,Home Appliances Product 569,5,773.5,3270,Asia,Credit Card,56,3,11.95,5
529,2006,2024-01-10,Returning,Electronics,Electronics Product 1179,4,781.7,2720,,PayPal,57,0,10.17,3
530,1552,2024-01-23,New,Electronics,Electronics Product 1552,1,834.0,682,North America,Credit Card,50,2,15.2,7
531,154,2024-01-05,New,Clothing,Clothing Product 154,5,780.9,3540,North America,PayPal,47,13,7.29,2
532,57,2024-01-28,Returning,Electronics,Electronics Product 57,3,889.8,2202,Europe,Credit Card,25,6,15.58,5
533,2053,2024-01-22,New,Clothing,Clothing Product 741,4,1106.1,3636,,PayPal,23,6,19.71,6
534,457,2024-01-08,New,Home Appliances,Home Appliances Product 457,3,1096.3,2862,Asia,PayPal,49,9,14.23,7
535,1503,2024-01-04,New,Home Appliances,Home Appliances Product 1503,5,692.6,2630,Asia,Credit Card,44,9,16.66,2
536,1906,2024-01-17,New,Electronics,Electronics Product 1906,4,364.5,904,Asia,PayPal,40,16,13.85,7
537,466,2024-01-17,New,Electronics,Electronics Product 466,5,307.0,1010,Europe,PayPal,48,9,10.5,3
538,432,2024-01-13,New,Home Appliances,Home Appliances Product 432,2,263.4,336,North America,Credit Card,41,4,9.54,7
539,2036,2024-01-23,Returning,Home Appliances,Home Appliances Product 82,4,300.6,588,,PayPal,58,5,15.36,3
540,1353,2024-01-04,New,Electronics,Electronics Product 1353,1,450.2,317,North America,Credit Card,55,1,13.32,6
541,40,2024-01-11,Returning,Clothing,Clothing Product 40,3,982.1,2616,Europe,Credit Card,42,8,11.01,7
542,1238,2024-01-09,New,Electronics,Electronics Product 1238,1,972.3,857,Europe,Credit Card,28,5,11.53,4
543,974,2024-01-15,New,Clothing,Clothing Product 974,3,228.4,162,North America,Credit Card,43,18,17.44,6
544,2064,2024-01-27,Returning,Electronics,Electronics Product 746,2,270.1,380,,PayPal,30,3,8.01,6
545,220,2024-01-11,Returning,Home Appliances,Home Appliances Product 220,4,591.0,1612,Europe,PayPal,37,9,18.8,6
546,976,2024-01-17,Returning,Home Appliances,Home Appliances Product 976,1,960.2,789,North America,Credit Card,44,7,17.12,6
547,2055,2024-01-30,Returning,Home Appliances,Home Appliances Product 779,5,1108.0,4790,,Credit Card,31,4,15.0,5
548,616,2024-01-17,Returning,Clothing,Clothing Product 616,3,703.6,1650,North America,PayPal,44,6,15.36,7
549,1002,2024-01-13,New,Clothing,Clothing Product 1002,2,1113.6,1970,Europe,Credit Card,31,14,12.86,7
550,560,2024-01-21,New,Clothing,Clothing Product 560,4,1024.9,3920,Europe,Credit Card,29,13,4.49,7
551,120,2024-01-01,Returning,Home Appliances,Home Appliances Product 120,3,649.0,1737,North America,Credit Card,50,6,7.0,6
552,1895,2024-01-06,Returning,Home Appliances,Home Appliances Product 1895,4,484.8,1604,Asia,Credit Card,31,0,8.38,2
553,1121,2024-01-12,Returning,Electronics,Electronics Product 1121,4,262.9,764,North America,Credit Card,33,8,7.19,5
554,680,2024-01-21,New,Clothing,Clothing Product 680,2,699.2,1098,Europe,PayPal,20,20,15.02,3
555,184,2024-01-05,Returning,Home Appliances,Home Appliances Product 184,1,443.9,390,Europe,PayPal,54,1,5.39,6
556,1184,2024-01-15,Returning,Home Appliances,Home Appliances Product 1184,4,601.5,2220,Asia,PayPal,52,10,4.65,7
557,1383,2024-01-04,New,Home Appliances,Home Appliances Product 1383,3,985.3,2586,Europe,PayPal,49,5,12.33,7
558,982,2024-01-23,Returning,Clothing,Clothing Product 982,4,827.1,3008,Europe,Credit Card,58,6,7.51,7
559,1403,2024-01-24,Returning,Home Appliances,Home Appliances Product 1403,4,967.1,3256,North America,PayPal,28,1,15.31,2
560,481,2024-01-02,New,Clothing,Clothing Product 481,3,525.7,1182,North America,PayPal,44,4,13.17,3
561,23,2024-01-24,New,Home Appliances,Home Appliances Product 23,4,337.2,972,Asia,Credit Card,55,15,9.42,6
562,771,2024-01-22,New,Electronics,Electronics Product 771,1,547.3,503,North America,Credit Card,32,2,4.43,3
563,566,2024-01-27,Returning,Electronics,Electronics Product 566,1,474.5,314,Asia,Credit Card,50,3,16.05,4
564,226,2024-01-17,Returning,Clothing,Clothing Product 226,5,374.7,1180,North America,PayPal,44,8,13.87,3
565,691,2024-01-02,New,Home Appliances,Home Appliances Product 691,3,570.2,1203,Europe,PayPal,25,4,16.92,7
566,11,2024-01-12,Returning,Clothing,Clothing Product 11,2,849.0,1556,Europe,PayPal,27,6,7.1,4
567,1339,2024-01-20,New,Electronics,Electronics Product 1339,5,449.9,1535,Europe,Credit Card,59,11,14.29,2
568,1102,2024-01-23,Returning,Clothing,Clothing Product 1102,5,574.1,2520,Europe,PayPal,43,8,7.01,4
569,589,2024-01-20,Returning,Electronics,Electronics Product 589,2,875.1,1366,North America,PayPal,27,4,19.21,5
570,1181,2024-01-12,New,Clothing,Clothing Product 1181,2,1038.7,1966,Asia,PayPal,22,17,5.57,7
571,844,2024-01-05,Returning,Clothing,Clothing Product 844,3,724.9,1875,Europe,PayPal,44,6,9.99,6
572,1247,2024-01-18,New,Clothing,Clothing Product 1247,4,703.8,2420,Europe,Credit Card,49,18,9.88,4
573,229,2024-01-20,Returning,Clothing,Clothing Product 229,2,1119.9,1898,Asia,Credit Card,27,0,17.09,7
574,806,2024-01-27,New,Electronics,Electronics Product 806,5,926.8,3635,Asia,PayPal,50,9,19.98,5
575,1728,2024-01-19,New,Electronics,Electronics Product 1728,1,838.1,772,Europe,Credit Card,31,16,6.61,7
576,2041,2024-01-10,Returning,Home Appliances,Home Appliances Product 249,3,206.8,102,,Credit Card,38,3,17.28,3
577,1657,2024-01-08,Returning,Home Appliances,Home Appliances Product 1657,5,835.8,3380,Asia,PayPal,27,4,15.98,3
578,800,2024-01-21,Returning,Clothing,Clothing Product 800,4,348.9,836,Asia,Credit Card,42,3,13.99,6
579,1386,2024-01-07,New,Electronics,Electronics Product 1386,5,438.7,1580,North America,PayPal,36,6,12.27,2
580,122,2024-01-03,Returning,Clothing,Clothing Product 122,2,1114.6,1892,North America,Credit Card,55,10,16.86,2
581,1825,2024-01-26,New,Electronics,Electronics Product 1825,5,421.8,1740,North America,Credit Card,35,10,7.38,2
582,1391,2024-01-12,Returning,Electronics,Electronics Product 1391,2,1012.3,1850,Europe,PayPal,23,10,8.73,3
583,1212,2024-01-13,New,Home Appliances,Home Appliances Product 1212,5,547.2,2020,Europe,PayPal,30,20,14.32,6
584,1130,2024-01-21,New,Home Appliances,Home Appliances Product 1130,4,963.1,3348,North America,Credit Card,34,6,12.61,7
585,138,2024-01-19,Returning,Electronics,Electronics Product 138,4,632.4,2340,Asia,Credit Card,57,4,4.74,5
586,632,2024-01-03,New,Home Appliances,Home Appliances Product 632,2,541.3,902,Europe,Credit Card,37,17,9.03,2
587,665,2024-01-06,Returning,Clothing,Clothing Product 665,3,861.8,2001,Asia,PayPal,46,7,19.48,7
588,1430,2024-01-21,Returning,Home Appliances,Home Appliances Product 1430,5,1035.8,4950,Europe,PayPal,22,7,4.58,5
589,323,2024-01-24,Returning,Clothing,Clothing Product 323,5,644.8,2240,North America,Credit Card,35,2,19.68,6
590,1119,2024-01-10,New,Electronics,Electronics Product 1119,1,285.1,214,Asia,Credit Card,26,17,7.11,5
591,1286,2024-01-27,New,Home Appliances,Home Appliances Product 1286,5,257.2,1030,Asia,PayPal,46,19,5.12,5
592,1663,2024-01-14,New,Electronics,Electronics Product 1663,1,935.7,864,North America,PayPal,53,18,7.17,6
593,1470,2024-01-01,Returning,Electronics,Electronics Product 1470,2,446.5,626,North America,PayPal,22,3,13.35,5
594,951,2024-01-22,Returning,Electronics,Electronics Product 951,2,275.9,390,Europe,PayPal,47,0,8.09,2
595,338,2024-01-09,New,Home Appliances,Home Appliances Product 338,5,428.3,1385,North America,Credit Card,31,4,15.13,2
596,407,2024-01-18,Returning,Clothing,Clothing Product 407,3,1018.9,2886,Europe,Credit Card,43,1,5.69,7
597,394,2024-01-05,New,Home Appliances,Home Appliances Product 394,5,751.0,3520,Asia,Credit Card,26,3,4.7,7
598,1125,2024-01-16,New,Clothing,Clothing Product 1125,5,586.6,2045,Asia,Credit Card,36,14,17.76,7
599,1650,2024-01-01,New,Clothing,Clothing Product 1650,1,447.7,333,Europe,PayPal,57,8,11.47,6
600,876,2024-01-07,New,Home Appliances,Home Appliances Product 876,2,738.0,1212,Europe,Credit Card,29,10,13.2,4
601,316,2024-01-17,Returning,Clothing,Clothing Product 316,3,577.1,1587,North America,Credit Card,31,0,4.81,7
602,1350,2024-01-01,Returning,Home Appliances,Home Appliances Product 1350,1,751.9,706,North America,Credit Card,59,2,4.59,5
603,1499,2024-01-30,New,Home Appliances,Home Appliances Product 1499,3,195.7,336,Asia,PayPal,32,12,8.37,6
604,1057,2024-01-08,Returning,Clothing,Clothing Product 1057,2,916.5,1614,Europe,Credit Card,59,6,10.95,3
605,1271,2024-01-12,New,Clothing,Clothing Product 1271,2,549.3,882,Asia,PayPal,31,11,10.83,6
606,1766,2024-01-27,Returning,Electronics,Electronics Product 1766,1,181.6,136,North America,PayPal,46,8,4.56,3
607,1387,2024-01-08,New,Home Appliances,Home Appliances Product 1387,1,596.6,546,Asia,Credit Card,53,13,5.06,5
608,263,2024-01-24,New,Electronics,Electronics Product 263,4,499.9,1220,North America,PayPal,46,20,19.49,7
609,513,2024-01-04,Returning,Electronics,Electronics Product 513,1,693.5,635,Europe,Credit Card,49,7,5.85,6
610,107,2024-01-18,New,Clothing,Clothing Product 107,4,911.1,3180,North America,Credit Card,47,17,11.61,5
611,472,2024-01-23,Returning,Electronics,Electronics Product 472,2,636.9,1130,North America,Credit Card,21,2,7.19,2
612,2087,2024-01-19,New,Electronics,Electronics Product 228,3,560.9,1152,,Credit Card,36,0,17.69,6
613,1385,2024-01-06,New,Clothing,Clothing Product 1385,2,1161.7,1960,Asia,Credit Card,40,20,18.17,6
614,927,2024-01-28,Returning,Home Appliances,Home Appliances Product 927,3,970.8,2487,North America,Credit Card,55,2,14.18,5
615,1970,2024-01-21,Returning,Home Appliances,Home Appliances Product 1970,5,887.2,4145,Asia,Credit Card,33,9,5.82,5
616,1546,2024-01-17,Returning,Clothing,Clothing Product 1546,3,900.3,2394,North America,Credit Card,53,4,10.23,2
617,1926,2024-01-07,New,Electronics,Electronics Product 1926,4,684.0,1936,Asia,PayPal,48,16,20.0,5
618,1434,2024-01-25,New,Home Appliances,Home Appliances Product 1434,4,308.7,748,North America,PayPal,35,9,12.17,7
619,109,2024-01-20,Returning,Electronics,Electronics Product 109,5,192.60000000000002,340,Asia,PayPal,53,8,12.46,7
620,1713,2024-01-04,New,Electronics,Electronics Product 1713,4,127.89999999999999,160,Asia,Credit Card,28,15,8.79,7
621,1982,2024-01-03,Returning,Home Appliances,Home Appliances Product 1982,5,980.3,4015,Asia,Credit Card,30,8,17.73,2
622,1709,2024-01-30,New,Home Appliances,Home Appliances Product 1709,1,805.8,641,Europe,Credit Card,46,2,16.48,3
623,1290,2024-01-01,Returning,Electronics,Electronics Product 1290,4,938.9,3180,Asia,Credit Card,33,9,14.39,4
624,425,2024-01-06,New,Home Appliances,Home Appliances Product 425,5,337.0,1280,Asia,PayPal,21,14,8.1,4
625,1404,2024-01-25,New,Clothing,Clothing Product 1404,4,763.5,2332,Europe,Credit Card,39,10,18.05,5
626,1275,2024-01-16,Returning,Clothing,Clothing Product 1275,1,782.2,707,North America,Credit Card,49,6,7.52,2
627,1570,2024-01-11,New,Home Appliances,Home Appliances Product 1570,1,447.6,306,Asia,PayPal,41,14,14.16,4
628,22,2024-01-23,Returning,Electronics,Electronics Product 22,4,615.1,2256,Europe,PayPal,20,4,5.11,2
629,1242,2024-01-13,New,Electronics,Electronics Product 1242,4,1035.9,3872,North America,PayPal,53,3,6.79,2
630,1068,2024-01-19,Returning,Electronics,Electronics Product 1068,1,594.4,415,Europe,Credit Card,37,7,17.94,5
631,1331,2024-01-12,Returning,Electronics,Electronics Product 1331,3,306.0,396,Europe,Credit Card,23,7,17.4,6
632,920,2024-01-21,New,Home Appliances,Home Appliances Product 920,1,927.2,787,Asia,PayPal,34,5,14.02,5
633,111,2024-01-22,New,Clothing,Clothing Product 111,4,763.8,2648,Asia,PayPal,24,9,10.18,6
634,1291,2024-01-02,New,Home Appliances,Home Appliances Product 1291,4,1019.1,3788,North America,PayPal,55,14,7.21,2
635,1326,2024-01-07,Returning,Electronics,Electronics Product 1326,2,386.3,552,Asia,PayPal,29,4,11.03,2
636,1306,2024-01-17,New,Clothing,Clothing Product 1306,3,763.5,1755,Europe,PayPal,39,3,17.85,7
637,1101,2024-01-22,New,Electronics,Electronics Product 1101,5,1124.9,4650,North America,PayPal,53,18,19.49,7
638,478,2024-01-29,Returning,Clothing,Clothing Product 478,1,1151.7,999,Asia,PayPal,55,0,15.27,4
639,427,2024-01-08,Returning,Home Appliances,Home Appliances Product 427,2,1117.6,1934,North America,PayPal,37,5,15.06,7
640,955,2024-01-26,Returning,Home Appliances,Home Appliances Product 955,1,302.0,181,North America,PayPal,59,9,12.1,3
641,1783,2024-01-14,Returning,Home Appliances,Home Appliances Product 1783,4,729.9,2216,Europe,Credit Card,56,1,17.59,2
642,854,2024-01-15,New,Clothing,Clothing Product 854,3,1072.7,2844,Asia,PayPal,43,2,12.47,5
643,723,2024-01-04,Returning,Electronics,Electronics Product 723,1,727.6,583,Asia,Credit Card,25,0,14.46,3
644,1473,2024-01-04,Returning,Electronics,Electronics Product 1473,5,663.3,2375,Europe,Credit Card,60,2,18.83,2
645,434,2024-01-15,New,Home Appliances,Home Appliances Product 434,3,891.8,2247,Asia,Credit Card,45,8,14.28,7
646,1814,2024-01-15,New,Clothing,Clothing Product 1814,5,935.4,3895,Asia,PayPal,30,3,15.64,5
647,1754,2024-01-15,New,Clothing,Clothing Product 1754,5,934.7,3870,Asia,PayPal,24,12,16.07,5
648,376,2024-01-17,Returning,Home Appliances,Home Appliances Product 376,2,622.0,1134,North America,PayPal,42,8,5.5,3
649,1222,2024-01-23,New,Home Appliances,Home Appliances Product 1222,4,197.7,560,Asia,PayPal,49,0,5.77,7
650,1590,2024-01-01,New,Electronics,Electronics Product 1590,5,541.4,1755,North America,Credit Card,22,16,19.04,2
651,74,2024-01-15,New,Electronics,Electronics Product 74,2,753.9,1322,Europe,Credit Card,29,18,9.29,6
652,845,2024-01-06,Returning,Electronics,Electronics Product 845,4,579.5,1860,North America,Credit Card,22,0,11.45,2
653,728,2024-01-09,New,Clothing,Clothing Product 728,3,1058.8,2826,Europe,Credit Card,41,15,11.68,2
654,627,2024-01-28,Returning,Electronics,Electronics Product 627,2,391.9,476,Europe,PayPal,25,7,15.39,6
655,2089,2024-01-19,Returning,Electronics,Electronics Product 1068,1,594.4,415,,Credit Card,37,7,17.94,5
656,1443,2024-01-04,Returning,Home Appliances,Home Appliances Product 1443,4,1142.8,3896,Europe,PayPal,60,9,16.88,7
657,156,2024-01-07,New,Clothing,Clothing Product 156,4,370.7,976,Asia,Credit Card,42,8,12.67,4
658,1168,2024-01-29,Returning,Clothing,Clothing Product 1168,1,212.39999999999998,108,Asia,PayPal,52,4,10.44,2
659,306,2024-01-07,New,Electronics,Electronics Product 306,5,993.9,4735,Asia,PayPal,49,3,4.69,4
660,993,2024-01-04,Returning,Clothing,Clothing Product 993,4,910.2,3396,Europe,Credit Card,21,2,6.12,4
661,888,2024-01-19,Returning,Clothing,Clothing Product 888,5,305.0,1215,Asia,PayPal,49,9,6.2,2
662,1873,2024-01-14,Returning,Clothing,Clothing Product 1873,4,1022.5,3452,North America,PayPal,45,10,15.95,2
663,449,2024-01-30,New,Electronics,Electronics Product 449,4,460.8,1164,Europe,Credit Card,33,18,16.98,3
664,1376,2024-01-27,Returning,Clothing,Clothing Product 1376,3,915.4,2169,North America,Credit Card,56,5,19.24,3
665,1571,2024-01-12,New,Electronics,Electronics Product 1571,3,556.5,1326,Europe,PayPal,34,8,11.45,4
666,1596,2024-01-07,New,Home Appliances,Home Appliances Product 1596,1,673.4,619,Asia,PayPal,58,20,5.44,3
667,1039,2024-01-20,Returning,Electronics,Electronics Product 1039,1,167.2,40,North America,PayPal,34,0,12.72,2
668,1979,2024-01-30,Returning,Home Appliances,Home Appliances Product 1979,1,921.1,809,Europe,Credit Card,54,9,11.21,5
669,524,2024-01-15,New,Electronics,Electronics Product 524,1,265.8,210,Asia,PayPal,55,8,5.58,6
670,276,2024-01-07,Returning,Home Appliances,Home Appliances Product 276,4,470.8,1192,Asia,Credit Card,51,2,17.28,3
671,152,2024-01-03,New,Electronics,Electronics Product 152,1,986.0,821,Asia,Credit Card,46,19,16.5,7
672,1875,2024-01-16,Returning,Electronics,Electronics Product 1875,4,252.2,372,Europe,PayPal,20,5,15.92,4
673,581,2024-01-12,New,Electronics,Electronics Product 581,3,239.5,306,Europe,PayPal,40,19,13.75,6
674,913,2024-01-14,Returning,Clothing,Clothing Product 913,4,698.5,2036,Europe,PayPal,26,3,18.95,5
675,667,2024-01-08,Returning,Electronics,Electronics Product 667,1,966.2,817,Asia,PayPal,51,2,14.92,5
676,1108,2024-01-29,Returning,Clothing,Clothing Product 1108,5,677.2,2910,Asia,Credit Card,28,10,9.52,6
677,544,2024-01-05,New,Electronics,Electronics Product 544,4,350.6,1112,North America,PayPal,53,15,7.26,6
678,1411,2024-01-02,New,Clothing,Clothing Product 1411,3,786.7,2193,Asia,PayPal,45,5,5.57,7
679,800,2024-01-21,Returning,Clothing,Clothing Product 800,4,348.9,836,Asia,Credit Card,42,3,13.99,6
680,2056,2024-01-19,Returning,Home Appliances,Home Appliances Product 1038,4,239.4,676,,PayPal,38,0,7.04,6
681,121,2024-01-02,New,Clothing,Clothing Product 121,5,413.8,1855,Asia,PayPal,25,17,4.28,7
682,211,2024-01-02,New,Clothing,Clothing Product 211,1,947.4,817,North America,Credit Card,39,11,13.04,7
683,1644,2024-01-25,Returning,Electronics,Electronics Product 1644,1,272.4,132,Asia,PayPal,47,10,14.04,5
684,1098,2024-01-19,Returning,Clothing,Clothing Product 1098,1,968.8,823,North America,PayPal,55,8,14.58,5
685,899,2024-01-30,Returning,Electronics,Electronics Product 899,2,844.7,1378,Europe,PayPal,20,8,15.57,7
686,1593,2024-01-04,Returning,Electronics,Electronics Product 1593,1,918.7,748,Asia,Credit Card,22,7,17.07,6
687,1716,2024-01-07,Returning,Home Appliances,Home Appliances Product 1716,5,473.1,1980,North America,PayPal,35,7,7.71,4
688,2046,2024-01-05,New,Clothing,Clothing Product 1534,3,469.8,993,,PayPal,47,15,13.88,2
689,224,2024-01-15,New,Electronics,Electronics Product 224,2,179.7,264,Europe,PayPal,38,5,4.77,7
690,1142,2024-01-03,Returning,Home Appliances,Home Appliances Product 1142,2,132.5,116,Europe,PayPal,25,2,7.45,7
691,51,2024-01-22,Returning,Clothing,Clothing Product 51,3,343.1,723,Europe,PayPal,54,2,10.21,4
692,2030,2024-01-14,New,Electronics,Electronics Product 1303,4,277.7,820,,Credit Card,59,15,7.27,3
693,956,2024-01-27,New,Clothing,Clothing Product 956,3,270.5,330,Europe,Credit Card,27,4,16.05,3
694,1932,2024-01-13,New,Home Appliances,Home Appliances Product 1932,4,807.8,2744,Europe,PayPal,37,18,12.18,6
695,414,2024-01-25,Returning,Clothing,Clothing Product 414,2,181.3,182,Asia,PayPal,33,0,9.03,7
696,409,2024-01-20,New,Home Appliances,Home Appliances Product 409,3,1013.6,2535,North America,Credit Card,46,17,16.86,7
697,961,2024-01-02,New,Clothing,Clothing Product 961,1,759.5,704,Europe,Credit Card,44,17,5.55,2
698,1903,2024-01-14,New,Electronics,Electronics Product 1903,3,893.5,2403,North America,Credit Card,40,14,9.25,3
699,82,2024-01-23,Returning,Home Appliances,Home Appliances Product 82,4,300.6,588,Asia,PayPal,58,5,15.36,3
700,2000,2024-01-21,Returning,Clothing,Clothing Product 2000,4,274.6,708,Asia,PayPal,56,0,9.76,4
701,85,2024-01-26,New,Home Appliances,Home Appliances Product 85,2,542.1,734,Asia,PayPal,30,11,17.51,4
702,957,2024-01-28,New,Home Appliances,Home Appliances Product 957,2,893.8,1590,North America,Credit Card,60,12,9.88,2
703,1649,2024-01-30,New,Clothing,Clothing Product 1649,3,807.4,2226,Asia,PayPal,49,12,6.54,3
704,1997,2024-01-18,Returning,Clothing,Clothing Product 1997,2,1095.1,1980,Asia,Credit Card,49,1,10.51,7
